# Gamma Count and Particle Production Probabilities 
# 0 gammas per event 
# [ p \ n ] production probability matrix per event 
0.984 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
# Gamma Count and Particle Production Probabilities 
# 0 gammas per event 
# [ p \ n ] production probability matrix per event 
0.999 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
# Gamma Count and Particle Production Probabilities 
# 0 gammas per event 
# [ p \ n ] production probability matrix per event 
1 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
# Gamma Count and Particle Production Probabilities 
# 0 gammas per event 
# [ p \ n ] production probability matrix per event 
1 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
